,carat,depth,table,x,y,z,predict
444,0.56,63.0,55.0,5.26,5.22,3.3,1561.1292
445,2.07,61.6,56.0,8.16,8.18,5.04,13966.865
446,0.31,62.4,58.0,4.34,4.28,2.69,578.1914
447,0.35,59.7,60.0,4.53,4.58,2.72,655.47595
448,0.83,62.3,58.0,6.01,5.97,3.73,2924.9175
449,0.31,61.8,59.0,4.33,4.31,2.67,574.39935
450,0.3,62.8,60.0,4.25,4.28,2.68,544.5194
451,0.34,61.9,55.0,4.51,4.54,2.8,680.66095
452,0.31,61.5,54.0,4.4,4.41,2.71,643.5787
453,0.61,62.6,55.0,5.46,5.43,3.41,1876.9083
454,0.74,61.4,56.0,5.82,5.87,3.58,2688.2852
455,0.35,61.9,55.0,4.52,4.53,2.8,682.55273
456,1.0,61.9,60.0,6.37,6.46,3.97,4383.581
457,0.92,62.1,60.0,6.22,6.21,3.86,3562.9854
458,0.52,61.8,55.0,5.17,5.19,3.2,1480.2462
459,0.73,61.3,57.0,5.81,5.83,3.57,2556.9539
460,0.84,61.7,53.0,6.08,6.11,3.76,4060.5996
461,0.38,60.8,56.0,4.71,4.66,2.85,735.4841
462,1.15,62.2,56.0,6.76,6.68,4.18,6216.1016
463,0.79,60.0,60.0,6.07,5.99,3.64,2927.833
464,0.79,61.1,57.0,5.98,5.93,3.64,2984.1162
465,1.0,61.9,58.0,6.3,6.37,3.92,4407.299
466,0.86,61.4,58.0,6.07,6.1,3.74,3374.3013
467,1.0,61.8,56.0,6.38,6.43,3.96,4937.138
468,0.5,62.2,58.0,5.03,5.07,3.14,1145.4156
469,0.31,61.9,56.0,4.38,4.35,2.7,613.1845
470,0.28,64.0,56.0,4.14,4.17,2.66,533.5913
471,0.3,62.3,58.0,4.29,4.32,2.68,574.4095
472,1.03,60.9,56.0,6.52,6.59,3.99,5550.0903
473,1.05,61.8,58.0,6.5,6.55,4.03,5130.753
474,1.01,61.2,58.0,6.49,6.46,3.96,4938.003
475,0.72,62.8,58.0,5.75,5.68,3.59,2234.106
476,1.34,61.7,55.0,7.07,7.13,4.38,8495.98
477,2.01,61.1,61.0,8.14,8.09,4.96,13312.454
478,2.05,60.1,58.0,8.19,8.25,4.94,13936.332
479,0.26,61.1,57.0,4.16,4.12,2.53,521.9179
480,0.71,58.7,57.0,5.89,5.86,3.44,2774.687
481,1.7,59.8,59.0,7.79,7.7,4.63,11676.287
482,0.53,61.5,55.0,5.2,5.27,3.22,1564.7587
483,1.51,58.1,61.0,7.57,7.54,4.39,10143.586
484,2.0,67.9,55.0,7.67,7.58,5.18,11793.344
485,1.52,62.8,62.0,7.23,7.29,4.56,8088.399
486,0.88,60.9,61.0,6.16,6.13,3.74,3208.7102
487,0.3,62.5,58.0,4.31,4.26,2.68,567.89325
488,0.51,61.2,60.0,5.17,5.12,3.15,1202.504
489,0.31,62.7,59.0,4.32,4.29,2.7,568.0085
490,1.25,62.8,57.0,6.87,6.85,4.31,6676.1807
491,0.23,62.8,61.0,3.92,3.95,2.47,471.51773
492,0.7,62.4,60.0,5.72,5.63,3.54,2047.4309
493,0.72,59.5,57.0,5.91,5.86,3.5,2765.8193
494,0.32,62.1,55.0,4.38,4.4,2.73,631.8517
495,0.33,61.8,57.0,4.46,4.44,2.75,637.82
496,1.55,62.5,58.0,7.36,7.4,4.61,9558.398
497,0.45,60.8,58.0,4.98,4.92,3.01,1014.1944
498,0.65,63.2,57.0,5.54,5.47,3.48,1873.3164
499,0.3,60.0,60.0,4.38,4.36,2.62,583.7197
500,0.58,60.9,59.0,5.36,5.44,3.29,1632.1079
501,0.23,61.7,55.0,3.99,4.05,2.48,490.81857
502,0.6,62.0,53.7,5.4,5.44,3.36,1921.6771
503,1.22,62.3,59.0,6.8,6.74,4.22,6072.6504
504,0.4,62.9,56.0,4.67,4.71,2.95,738.3146
505,0.41,61.3,58.0,4.79,4.74,2.92,751.01447
506,0.7,61.6,60.0,5.63,5.71,3.49,2063.6873
507,0.58,61.4,58.0,5.37,5.34,3.29,1613.4484
508,0.32,62.6,58.0,4.37,4.35,2.73,596.57056
509,0.9,60.4,58.0,6.22,6.27,3.77,4046.556
510,0.3,61.9,57.0,4.26,4.3,2.65,574.99255
511,0.52,59.8,59.0,5.21,5.25,3.13,1395.3612
512,0.5,64.3,54.0,5.02,5.06,3.24,1280.1005
513,0.62,59.6,58.0,5.63,5.56,3.34,2061.041
514,2.06,61.9,56.0,8.17,8.19,5.06,13960.348
515,0.35,61.8,58.0,4.5,4.53,2.79,655.314
516,0.43,61.1,55.0,4.92,4.9,3.0,1085.9852
517,1.22,62.3,57.0,6.84,6.8,4.25,6524.342
518,0.77,63.3,57.0,5.79,5.84,3.68,2517.1736
519,0.28,62.6,55.0,4.2,4.23,2.64,564.3707
520,1.55,61.5,56.0,7.4,7.36,4.54,10098.292
521,0.33,61.1,59.0,4.47,4.44,2.72,624.20056
522,0.33,62.0,56.0,4.43,4.46,2.75,643.14307
523,0.5,63.0,55.0,5.05,5.08,3.19,1292.2758
524,1.21,62.7,59.0,6.74,6.66,4.2,5789.6465
525,1.23,62.0,59.0,6.92,6.88,4.28,6541.1562
526,0.57,61.1,56.0,5.33,5.38,3.27,1705.934
527,0.9,63.5,57.0,5.98,6.09,3.83,3247.614
528,1.27,61.2,56.0,6.99,6.95,4.27,7604.166
529,1.5,65.5,53.0,7.14,7.11,4.67,8958.322
530,0.33,62.0,55.0,4.46,4.44,2.76,653.72754
531,0.32,61.9,57.0,4.37,4.39,2.71,612.1217
532,0.51,61.7,58.0,5.13,5.18,3.18,1299.1854
533,0.71,62.2,56.0,5.7,5.74,3.56,2388.707
534,0.49,59.5,62.0,5.14,5.12,3.05,1106.9706
535,0.52,61.7,55.0,5.17,5.2,3.2,1489.7247
536,1.7,62.0,59.0,7.6,7.55,4.7,10673.084
537,0.54,63.4,56.0,5.14,5.18,3.27,1386.2299
538,1.01,61.6,56.0,6.43,6.49,3.98,5150.7725
539,1.01,64.7,59.0,6.23,6.11,3.99,3509.4128
540,0.41,60.5,58.0,4.76,4.8,2.89,772.11066
541,0.33,61.7,56.0,4.46,4.48,2.76,652.9277
542,0.42,61.7,53.0,4.85,4.87,3.0,1097.5607
543,0.35,61.9,55.0,4.53,4.52,2.8,682.5677
544,0.3,61.8,55.0,4.32,4.36,2.68,611.0164
545,0.91,60.5,61.0,6.19,6.23,3.76,3516.1406
546,0.9,62.7,59.0,6.11,6.17,3.85,3374.8584
547,0.8,62.7,56.0,5.88,5.96,3.71,2911.1992
548,1.01,62.7,57.0,6.36,6.39,4.0,4643.4727
549,0.43,59.5,59.0,4.97,4.95,2.95,992.759
550,2.13,61.8,57.0,8.21,8.25,5.09,14129.706
551,0.9,62.3,59.0,6.13,6.17,3.83,3438.061
552,1.01,63.1,58.0,6.34,6.38,4.01,4411.325
553,0.7,57.8,61.0,5.89,5.85,3.39,2477.9395
554,0.71,59.9,59.0,5.77,5.81,3.47,2384.185
555,0.71,61.6,54.0,5.74,5.78,3.55,2655.7712
556,1.57,62.2,59.0,7.37,7.45,4.61,9578.545
557,0.72,64.8,55.0,5.64,5.6,3.64,2185.4988
558,1.01,63.8,60.0,6.31,6.36,4.04,3987.3567
559,0.34,61.6,58.0,4.49,4.44,2.75,636.965
560,0.54,61.3,55.9,5.23,5.27,3.21,1547.6781
561,0.6,64.2,57.0,5.27,5.32,3.4,1539.4794
562,0.71,63.2,58.0,5.58,5.68,3.56,2072.1858
563,0.32,61.2,58.0,4.37,4.42,2.69,610.32196
564,0.3,61.9,58.0,4.28,4.32,2.66,573.39404
565,1.01,63.5,58.0,6.34,6.36,4.03,4347.7197
566,0.72,64.0,59.0,5.59,5.63,3.59,1962.1826
567,0.3,63.5,58.0,4.24,4.27,2.7,555.6271
568,0.56,62.3,54.0,5.29,5.34,3.31,1719.9951
569,2.0,58.2,60.0,8.34,8.26,4.83,13958.904
570,0.3,63.7,56.0,4.2,4.22,2.68,556.1654
571,0.71,60.5,56.4,5.76,5.8,3.5,2535.258
572,1.73,58.0,62.0,7.95,7.91,4.6,12156.83
573,1.13,61.4,56.0,6.69,6.71,4.12,6181.3306
574,0.3,63.3,59.0,4.22,4.25,2.68,541.3185
575,0.46,62.0,56.0,4.96,4.98,3.07,1110.2054
576,0.4,63.2,56.0,4.69,4.65,2.95,731.1163
577,1.01,60.0,59.0,6.51,6.45,3.89,4908.2446
578,0.43,60.8,59.0,4.91,4.86,2.97,868.4398
579,0.24,62.0,57.0,4.0,4.03,2.49,474.5303
580,0.32,62.9,57.0,4.33,4.38,2.74,602.41266
581,0.35,61.5,60.0,4.51,4.57,2.79,647.7981
582,3.11,65.9,57.0,9.15,9.02,5.98,17887.424
583,0.57,61.7,56.0,5.33,5.37,3.3,1688.2413
584,0.41,60.4,58.0,4.82,4.78,2.9,802.39417
585,1.54,61.1,58.0,7.48,7.41,4.55,9996.927
586,0.9,60.3,61.0,6.25,6.22,3.76,3591.7988
587,1.05,62.2,54.0,6.53,6.55,4.07,5730.832
588,1.15,62.4,56.0,6.7,6.74,4.19,6198.312
589,2.15,60.3,59.0,8.34,8.41,5.05,14421.91
590,1.0,62.7,57.0,6.39,6.49,4.04,4839.646
591,0.72,63.0,57.0,5.72,5.7,3.6,2278.047
592,2.0,64.2,61.0,7.72,7.69,4.95,11348.106
593,0.7,63.7,60.0,5.57,5.51,3.53,1793.768
594,0.32,63.5,55.0,4.35,4.31,2.75,609.1451
595,0.54,60.5,58.0,5.27,5.21,3.17,1455.0836
596,0.3,60.9,57.0,4.34,4.39,2.66,605.1741
597,0.3,61.9,56.0,4.28,4.31,2.65,586.93756
598,0.71,61.3,56.0,5.73,5.78,3.53,2490.1738
599,1.01,61.6,56.0,6.48,6.45,3.98,5162.5747
600,1.35,61.5,58.0,7.08,7.11,4.36,7900.427
601,0.41,60.8,58.0,4.82,4.76,2.91,779.1613
602,0.42,62.8,56.0,4.8,4.76,3.0,823.9195
603,1.02,58.0,61.0,6.67,6.58,3.84,5257.4775
604,0.41,62.7,57.0,4.72,4.76,2.97,748.9917
605,0.42,62.4,55.0,4.77,4.81,2.99,894.5212
606,0.24,62.4,59.0,3.94,3.98,2.47,469.79282
607,1.03,62.6,56.0,6.43,6.38,4.01,4927.25
608,0.55,62.3,53.0,5.27,5.29,3.29,1716.993
609,0.53,62.1,57.0,5.16,5.21,3.22,1391.5848
610,0.29,58.9,56.0,4.35,4.37,2.57,612.73645
611,2.01,63.0,59.0,7.99,7.89,5.0,12944.114
612,0.91,63.1,59.0,6.19,6.14,3.89,3441.9102
613,0.31,61.1,57.0,4.32,4.35,2.65,596.66656
614,1.0,60.3,58.0,6.43,6.47,3.89,4911.962
615,0.26,63.2,54.0,4.05,4.08,2.57,516.945
616,0.3,61.7,58.0,4.32,4.34,2.67,583.8078
617,0.41,61.8,54.0,4.78,4.83,2.97,968.4901
618,1.0,64.8,59.0,6.29,6.24,4.06,3802.7017
619,1.7,62.9,57.0,7.59,7.55,4.76,10949.603
620,1.0,59.8,58.0,6.49,6.53,3.89,5142.3047
621,2.17,60.7,59.0,8.43,8.35,5.09,14482.514
622,0.51,60.8,56.0,5.14,5.26,3.16,1470.8031
623,0.38,61.7,56.0,4.65,4.68,2.88,727.7221
624,0.46,61.4,56.0,4.97,5.0,3.06,1147.7362
625,0.7,63.8,60.0,5.61,5.52,3.55,1824.2262
626,0.72,61.5,55.0,5.76,5.79,3.55,2613.3132
627,0.7,61.8,56.0,5.69,5.75,3.54,2394.7002
628,1.01,62.9,58.0,6.29,6.31,3.96,4229.0376
629,1.71,62.7,55.0,7.69,7.62,4.8,11794.552
630,0.3,62.6,60.0,4.26,4.21,2.65,534.4759
631,0.57,62.1,55.0,5.33,5.37,3.32,1727.6895
632,0.77,62.7,57.0,5.79,5.85,3.65,2549.4617
633,0.4,61.7,57.0,4.75,4.78,2.94,768.0872
634,0.3,61.0,56.0,4.37,4.35,2.66,611.2695
635,0.71,63.4,57.0,5.7,5.63,3.59,2179.8616
636,2.08,61.3,58.0,8.21,8.17,5.02,13869.391
637,0.7,62.2,57.0,5.69,5.72,3.55,2277.9233
638,0.33,62.0,55.0,4.44,4.46,2.76,653.6973
639,1.01,63.9,58.0,6.39,6.32,4.06,4333.679
640,0.34,61.7,58.0,4.48,4.43,2.75,633.67694
641,1.01,56.8,61.0,6.59,6.62,3.75,5267.064
642,0.31,62.2,54.0,4.33,4.35,2.7,620.64075
643,0.43,60.8,57.0,4.87,4.9,2.97,963.59894
644,1.55,61.3,61.0,7.39,7.46,4.55,9285.82
645,1.01,60.0,58.0,6.6,6.54,3.94,5341.7
646,0.9,62.5,53.0,6.17,6.22,3.87,4433.9
647,1.01,63.5,58.0,6.29,6.24,3.98,4070.252
648,1.08,61.8,57.0,6.56,6.58,4.06,5480.1973
649,0.41,62.2,59.0,4.75,4.71,2.94,730.15204
650,1.0,62.3,58.0,6.39,6.3,3.95,4405.2627
651,0.39,60.3,56.0,4.71,4.77,2.86,809.2733
652,0.3,62.2,55.0,4.3,4.32,2.68,600.48474
653,0.53,61.9,55.0,5.19,5.21,3.22,1512.0312
654,1.24,62.5,58.0,6.87,6.83,4.28,6498.5303
655,1.0,60.1,65.0,6.4,6.44,3.86,3822.5068
656,0.56,62.6,59.0,5.24,5.31,3.3,1421.2413
657,0.42,62.3,55.0,4.83,4.77,2.99,910.1216
658,0.7,65.8,58.0,5.49,5.42,3.59,1738.19
659,0.71,63.2,57.0,5.67,5.72,3.6,2236.7588
660,0.32,61.9,56.0,4.43,4.39,2.73,630.44586
661,1.15,62.5,56.0,6.65,6.72,4.18,6081.9453
662,1.11,62.6,56.0,6.58,6.65,4.14,5766.616
663,0.57,62.2,57.0,5.33,5.31,3.31,1592.9298
664,0.31,62.0,60.0,4.3,4.34,2.68,566.1786
665,1.15,62.2,59.0,6.7,6.62,4.14,5583.0596
666,1.54,62.4,59.0,7.43,7.38,4.62,9453.084
667,1.0,60.7,56.0,6.47,6.54,3.95,5350.621
668,1.01,62.2,60.0,6.39,6.35,3.96,4227.362
669,1.14,63.0,57.0,6.7,6.64,4.2,5826.6523
670,0.33,60.3,58.0,4.49,4.47,2.7,641.7591
671,0.32,61.7,59.0,4.35,4.4,2.7,594.8881
672,1.71,61.3,58.0,7.79,7.7,4.75,11741.798
673,0.32,62.9,55.0,4.41,4.37,2.76,630.0909
674,0.71,60.4,61.0,5.81,5.77,3.5,2253.4673
675,1.2,61.4,63.0,6.76,6.72,4.14,5426.9814
676,0.29,62.1,59.0,4.22,4.25,2.63,541.54333
677,0.41,63.3,57.0,4.72,4.69,2.98,737.047
678,1.19,62.1,54.0,6.8,6.83,4.23,6997.039
679,0.62,61.3,60.0,5.48,5.45,3.35,1687.5869
680,0.85,62.0,55.0,6.08,6.14,3.78,3806.9434
681,1.24,61.4,58.0,6.94,6.9,4.25,6861.7305
682,0.33,61.1,56.0,4.47,4.5,2.74,658.48865
683,0.92,62.6,57.0,6.18,6.13,3.85,3752.0513
684,0.51,62.3,58.0,5.05,5.12,3.17,1196.7509
685,0.37,61.4,56.0,4.64,4.67,2.86,722.85236
686,0.32,60.9,56.0,4.44,4.46,2.71,645.2125
687,0.34,62.4,53.0,4.49,4.52,2.81,689.3094
688,1.52,61.2,58.0,7.43,7.35,4.52,9683.408
689,1.33,59.9,58.0,7.13,7.17,4.28,8294.685
690,2.24,61.8,54.0,8.41,8.36,5.18,14970.269
691,0.5,62.8,57.0,5.08,5.05,3.18,1201.1837
692,1.02,64.8,58.0,6.22,6.28,4.05,3934.159
693,0.31,62.3,55.0,4.33,4.37,2.71,615.7382
694,0.32,62.3,58.0,4.38,4.35,2.72,598.711
695,0.39,62.0,56.0,4.67,4.72,2.91,739.00604
696,1.01,63.6,60.0,6.31,6.36,4.03,4006.354
697,0.93,61.3,59.0,6.22,6.27,3.83,3890.2632
698,2.04,59.3,61.0,8.25,8.3,4.91,13841.951
699,1.02,61.9,56.0,6.47,6.51,4.02,5247.0103
700,0.42,60.7,61.0,4.78,4.84,2.92,744.5448
701,1.06,61.0,58.0,6.6,6.65,4.04,5539.9336
702,0.3,61.8,56.0,4.35,4.33,2.68,603.034
703,1.51,60.7,60.0,7.46,7.37,4.5,9419.233
704,1.2,62.9,57.0,6.78,6.71,4.24,6191.2207
705,0.7,64.8,57.0,5.65,5.59,3.64,2050.5984
706,0.65,61.3,59.0,5.51,5.61,3.41,1911.6279
707,0.53,61.2,60.0,5.22,5.1,3.16,1236.323
708,0.7,62.7,59.0,5.68,5.63,3.55,2065.793
709,0.77,60.3,58.0,5.89,5.96,3.57,2781.1392
710,0.29,58.1,59.0,4.39,4.42,2.56,604.61383
711,2.02,58.0,58.0,8.34,8.25,4.81,14149.115
712,0.51,61.9,56.0,5.12,5.16,3.18,1371.1449
713,0.4,63.3,58.0,4.63,4.66,2.94,706.5945
714,0.38,61.2,54.0,4.69,4.72,2.88,832.5583
715,0.3,62.1,55.0,4.32,4.35,2.69,608.89087
716,0.93,63.0,59.0,6.16,6.11,3.86,3381.4248
717,0.7,62.6,57.0,5.64,5.7,3.55,2206.6035
718,0.3,62.9,57.0,4.26,4.29,2.69,571.74274
719,0.31,62.2,54.0,4.38,4.4,2.73,637.3205
720,0.7,61.1,57.0,5.7,5.75,3.5,2346.7375
721,0.7,63.1,56.0,5.62,5.69,3.57,2223.9834
722,0.5,62.9,54.0,5.09,5.05,3.19,1350.5876
723,1.22,60.8,56.0,6.95,6.91,4.21,7337.8613
724,0.71,62.7,60.0,5.69,5.63,3.55,2022.7384
725,0.42,63.1,56.0,4.74,4.8,3.01,804.04407
726,1.01,61.7,57.0,6.39,6.44,3.96,4852.452
727,2.05,60.7,61.0,8.25,8.13,4.97,13586.854
728,0.6,61.4,57.0,5.52,5.46,3.37,1866.1613
729,1.35,62.4,58.0,7.03,6.95,4.36,7321.1655
730,0.4,59.3,59.0,4.77,4.81,2.84,758.0422
731,0.3,60.6,61.0,4.32,4.29,2.61,553.45105
732,0.36,62.8,57.0,4.51,4.54,2.84,667.08655
733,0.38,61.5,56.0,4.67,4.7,2.88,734.29913
734,0.73,61.3,60.0,5.72,5.79,3.53,2241.2031
735,0.31,63.2,58.0,4.26,4.32,2.71,569.86584
736,0.72,61.7,55.0,5.77,5.8,3.57,2627.8345
737,0.41,62.0,57.0,4.73,4.76,2.94,751.4274
738,0.3,63.8,56.0,4.23,4.26,2.71,568.24615
739,0.8,62.3,59.0,5.95,6.0,3.72,2734.6729
740,1.55,62.5,57.0,7.35,7.33,4.59,9594.15
741,0.91,60.6,56.0,6.27,6.3,3.81,4471.7544
742,1.0,64.7,60.0,6.22,6.18,4.01,3448.454
743,0.4,62.2,58.0,4.67,4.72,2.92,724.67957
744,0.36,62.2,59.0,4.57,4.53,2.83,660.4751
745,1.03,62.1,55.0,6.47,6.5,4.03,5377.5117
746,0.7,61.1,60.0,5.67,5.75,3.49,2147.947
747,0.5,62.4,56.0,5.03,5.07,3.15,1237.135
748,0.3,62.3,56.0,4.28,4.32,2.68,589.15393
749,1.01,63.9,55.0,6.28,6.36,4.04,4653.904
750,0.74,62.9,57.0,5.73,5.78,3.62,2380.6638
751,0.32,62.0,60.0,4.43,4.38,2.73,596.35803
752,0.72,62.3,55.0,5.73,5.76,3.58,2527.3826
753,1.14,62.8,58.0,6.61,6.56,4.14,5424.9985
754,0.3,63.0,56.0,4.27,4.24,2.68,572.7048
755,0.3,63.3,55.0,4.26,4.3,2.71,588.79816
756,1.02,62.9,60.0,6.37,6.42,4.02,4274.008
757,0.7,61.1,59.0,5.67,5.73,3.48,2187.1348
758,2.01,60.8,58.0,8.08,8.16,4.94,13586.875
759,0.54,61.4,53.0,5.28,5.3,3.25,1742.0353
760,1.25,61.6,54.0,6.85,6.95,4.25,7595.908
761,1.13,62.3,54.0,6.64,6.7,4.16,6301.914
762,1.79,57.8,59.0,8.07,7.94,4.63,12940.289
763,1.04,63.1,58.0,6.39,6.33,4.01,4465.2676
764,0.34,63.3,56.0,4.45,4.39,2.8,635.78735
765,0.46,62.1,57.0,4.89,4.93,3.05,987.826
766,1.56,63.3,58.0,7.3,7.35,4.64,9249.941
767,0.47,64.0,60.0,4.96,4.87,3.15,818.6409
768,0.41,61.6,55.0,4.74,4.77,2.93,860.4126
769,2.09,61.2,59.0,8.22,8.31,5.06,14008.98
770,0.31,61.1,55.0,4.35,4.39,2.67,624.269
771,0.51,61.6,59.0,5.12,5.08,3.14,1182.255
772,1.18,62.2,57.0,6.73,6.76,4.2,6216.003
773,2.01,62.3,58.0,8.11,8.06,5.04,13451.272
774,0.53,60.1,58.0,5.27,5.32,3.18,1525.4088
775,1.56,60.2,60.0,7.47,7.52,4.51,9959.32
776,0.5,62.4,56.0,5.07,5.09,3.17,1277.0719
777,0.38,61.5,55.0,4.66,4.68,2.87,737.20825
778,0.56,61.9,56.0,5.28,5.32,3.28,1612.7902
779,0.51,63.3,56.0,5.12,5.08,3.23,1292.3842
780,0.4,62.2,63.0,4.66,4.69,2.91,678.1284
781,0.39,62.3,54.0,4.66,4.69,2.91,773.45734
782,0.35,60.2,57.0,4.6,4.64,2.78,700.3949
783,1.44,61.1,62.0,7.23,7.15,4.39,7776.4043
784,0.52,62.3,56.0,5.14,5.16,3.21,1384.3081
785,0.7,62.3,61.0,5.55,5.62,3.48,1845.3055
786,1.0,60.4,62.0,6.52,6.42,3.91,4394.16
787,1.5,60.1,60.0,7.35,7.42,4.44,9337.205
788,1.0,63.1,59.0,6.34,6.4,4.02,4286.7856
789,1.02,60.5,56.0,6.57,6.53,3.96,5543.802
790,1.18,61.9,55.0,6.8,6.76,4.2,6651.0186
791,1.17,61.3,56.0,6.81,6.79,4.17,6592.3003
792,1.01,62.6,59.0,6.38,6.3,3.97,4244.5674
793,0.9,59.9,60.0,6.19,6.23,3.72,3686.648
794,1.71,61.4,59.0,7.77,7.67,4.74,11408.715
795,0.4,62.6,55.0,4.71,4.75,2.96,797.56696
796,0.7,60.4,60.0,5.73,5.7,3.45,2177.5562
797,0.51,62.1,55.0,5.15,5.09,3.18,1391.0752
798,0.26,60.8,56.0,4.11,4.15,2.51,526.89185
799,0.33,61.6,56.0,4.43,4.46,2.74,644.65405
800,0.7,61.2,60.0,5.7,5.73,3.5,2153.8828
801,1.01,62.9,58.0,6.34,6.31,3.98,4316.3696
802,1.52,61.9,56.0,7.37,7.34,4.55,9855.708
803,0.5,62.3,58.0,5.12,5.05,3.17,1191.6013
804,0.3,63.6,57.0,4.26,4.23,2.7,560.4119
805,1.0,59.6,60.0,6.49,6.43,3.85,4708.8037
806,1.08,61.6,56.0,6.63,6.59,4.07,5768.5312
807,0.41,60.3,58.0,4.86,4.82,2.92,856.6773
808,1.01,61.8,60.0,6.34,6.37,3.93,4215.788
809,1.01,62.9,59.0,6.38,6.31,3.99,4234.9565
810,1.52,57.9,62.0,7.61,7.63,4.41,10267.746
811,0.52,61.9,56.0,5.12,5.16,3.18,1377.7563
812,0.35,61.3,56.0,4.54,4.6,2.8,690.3073
813,1.28,62.1,56.0,6.93,6.96,4.31,7391.782
814,0.79,59.1,57.0,6.08,6.06,3.59,3527.3745
815,1.22,61.8,57.0,6.86,6.82,4.23,6632.8447
816,0.37,63.2,57.0,4.54,4.58,2.88,680.2153
817,0.42,62.0,58.0,4.82,4.79,2.98,779.67535
818,1.11,62.6,58.0,6.63,6.59,4.14,5464.8296
819,1.02,62.2,58.0,6.42,6.48,4.01,4798.7144
820,0.81,62.9,58.0,5.94,5.88,3.72,2681.6777
821,1.0,63.1,57.0,6.37,6.33,4.01,4510.779
822,0.3,60.8,60.0,4.27,4.31,2.61,556.15204
823,0.37,62.4,59.0,4.56,4.6,2.86,672.39557
824,0.7,59.6,60.0,5.71,5.8,3.43,2269.2036
825,0.7,65.2,58.0,5.6,5.56,3.64,1915.1946
826,0.3,62.5,59.0,4.3,4.28,2.68,561.14624
827,0.41,63.6,56.0,4.7,4.73,3.0,748.0219
828,0.4,62.5,56.0,4.66,4.72,2.93,738.5954
829,0.24,62.5,54.0,3.95,3.98,2.48,480.95535
830,0.41,62.4,54.0,4.81,4.78,2.99,941.60944
831,1.0,62.1,57.0,6.43,6.39,3.98,4782.533
832,0.3,62.2,57.0,4.28,4.31,2.67,579.2963
833,2.0,63.0,59.0,7.94,8.07,5.04,13104.25
834,1.05,61.4,58.0,6.54,6.58,4.03,5281.8906
835,1.55,60.4,60.0,7.39,7.44,4.48,9560.68
836,0.44,63.1,57.0,4.83,4.87,3.06,873.7725
837,0.32,63.8,55.0,4.34,4.35,2.77,613.4034
838,0.4,61.7,62.0,4.71,4.76,2.92,706.4048
839,1.24,61.2,56.0,6.92,6.88,4.22,7205.081
840,1.07,61.7,58.0,6.58,6.55,4.05,5308.107
841,1.5,61.2,63.0,7.28,7.32,4.47,8208.151
842,0.31,63.2,54.0,4.33,4.31,2.73,612.288
843,1.03,61.7,59.0,6.48,6.43,3.98,4726.0576
844,0.77,61.4,56.0,5.9,5.93,3.63,2931.7532
845,0.91,62.2,57.0,6.18,6.24,3.86,3949.0537
846,0.7,62.3,58.0,5.65,5.71,3.54,2175.502
847,0.7,63.8,58.0,5.58,5.61,3.57,1985.4744
848,0.77,61.9,59.0,5.88,5.84,3.63,2491.5247
849,1.52,58.4,59.0,7.55,7.52,4.4,10456.899
850,0.38,60.9,55.0,4.69,4.73,2.87,798.315
851,0.34,63.9,58.0,4.43,4.4,2.82,616.7478
852,0.7,62.6,57.0,5.59,5.62,3.51,2100.295
853,0.3,61.4,55.0,4.32,4.34,2.66,608.72046
854,1.2,62.1,55.0,6.79,6.74,4.2,6609.911
855,1.01,63.2,59.0,6.36,6.32,4.01,4200.134
856,0.53,63.0,58.0,5.17,5.15,3.25,1292.8002
857,0.32,60.5,59.0,4.43,4.39,2.67,608.6127
858,1.51,63.2,57.0,7.34,7.23,4.6,9150.355
859,0.35,62.0,57.0,4.55,4.51,2.81,668.3724
860,0.72,62.6,55.0,5.7,5.73,3.58,2458.2056
861,1.21,62.6,55.0,6.81,6.74,4.24,6620.4688
862,2.04,62.5,61.0,8.04,8.08,5.04,13168.743
863,2.01,62.6,59.0,7.95,7.98,4.99,13029.085
864,0.32,62.2,55.0,4.4,4.38,2.73,631.2
865,2.17,62.3,58.0,8.31,8.26,5.16,14240.027
866,1.09,62.4,55.0,6.68,6.59,4.14,5954.333
867,0.63,61.1,56.0,5.52,5.58,3.39,2057.0676
868,0.41,60.8,57.0,4.8,4.84,2.93,865.84235
869,0.59,60.7,57.0,5.41,5.45,3.29,1779.774
870,0.43,61.8,55.0,4.89,4.91,3.03,1058.1868
871,0.45,61.0,59.0,4.94,5.0,3.03,985.5055
872,0.4,62.5,54.0,4.75,4.76,2.97,880.2964
873,0.4,61.4,58.0,4.81,4.77,2.94,759.51587
874,0.44,61.5,57.0,4.92,4.87,3.01,968.5031
875,1.02,62.1,57.0,6.44,6.37,3.98,4806.159
876,0.34,59.6,61.0,4.5,4.53,2.69,632.19464
877,1.36,58.0,64.0,7.26,7.19,4.19,7702.264
878,0.24,58.8,58.0,4.05,4.08,2.39,489.19308
879,0.32,62.1,54.0,4.4,4.42,2.74,646.3082
880,2.51,63.1,56.0,8.65,8.6,5.44,15842.344
881,1.01,62.0,59.0,6.45,6.48,4.01,4705.3755
882,0.75,62.0,55.0,5.88,5.83,3.66,2853.8455
883,0.7,62.8,57.0,5.63,5.68,3.55,2174.2043
884,0.9,63.5,55.0,6.14,6.08,3.88,3785.2285
885,0.86,60.6,56.0,6.16,6.18,3.74,4002.77
886,1.01,58.5,60.0,6.52,6.54,3.82,5040.667
887,0.51,62.1,55.0,5.09,5.15,3.18,1389.8219
888,1.05,61.8,57.0,6.51,6.57,4.04,5325.1113
889,0.4,61.7,56.0,4.72,4.77,2.93,791.0389
